u,i,ts,label,idx
20,1604,892079840.0,1,3054
61,1858,883327018.0,1,3055
66,1859,875654929.0,1,3056
152,968,880132443.0,1,3057
55,1860,879877173.0,1,3058
38,1861,874836682.0,1,3059
119,1126,878543541.0,1,3060
56,1000,881108229.0,1,3061
99,1008,883954901.0,1,3062
23,1862,877878001.0,1,3063
117,1057,875217392.0,1,3064
144,1253,879283169.0,1,3065
276,1150,885594204.0,1,3066
227,1020,884365890.0,1,3067
155,1233,884196209.0,1,3068
209,1175,889069842.0,1,3069
113,1644,883605238.0,1,3070
265,1446,877886375.0,1,3071
183,1601,879365590.0,1,3072
46,1100,879572777.0,1,3073
176,1097,874951382.0,1,3074
108,967,876974248.0,1,3075
166,1047,891435761.0,1,3076
9,1273,886323617.0,1,3077
24,1368,887740254.0,1,3078
27,967,888801465.0,1,3079
64,1411,893264954.0,1,3080
164,1059,884992444.0,1,3081
117,1863,875802173.0,1,3082
225,949,875072674.0,1,3083
120,1520,892911366.0,1,3084
120,1418,892676339.0,1,3085
58,1173,879669401.0,1,3086
58,1255,879669152.0,1,3087
71,1030,877563437.0,1,3088
106,1521,888068195.0,1,3089
144,1298,877123333.0,1,3090
170,1663,888103407.0,1,3091
154,1289,874787860.0,1,3092
170,1355,888106106.0,1,3093
29,1177,876770124.0,1,3094
3,1197,878888067.0,1,3095
210,1186,891271676.0,1,3096
115,1641,880129595.0,1,3097
130,1864,879524669.0,1,3098
255,1022,891698224.0,1,3099
118,958,882164644.0,1,3100
152,1145,880134532.0,1,3101
227,1162,884366187.0,1,3102
16,1436,879466491.0,1,3103
52,1130,885852271.0,1,3104
240,1276,877835302.0,1,3105
208,1396,880149045.0,1,3106
77,1780,875271607.0,1,3107
130,1758,879523998.0,1,3108
18,1163,879528568.0,1,3109
84,1779,885849558.0,1,3110
75,1347,877636000.0,1,3111
249,1147,891016962.0,1,3112
10,1865,883600066.0,1,3113
3,1423,878886479.0,1,3114
59,1866,892015023.0,1,3115
312,1444,887746665.0,1,3116
13,1237,884129029.0,1,3117
84,1352,885848518.0,1,3118
101,1130,891448980.0,1,3119
282,1298,879821300.0,1,3120
48,1347,882824291.0,1,3121
14,1867,891035965.0,1,3122
264,1062,875028792.0,1,3123
286,1049,884495534.0,1,3124
76,1868,875297708.0,1,3125
211,1347,884050450.0,1,3126
81,1803,891385335.0,1,3127
93,1045,878347662.0,1,3128
69,1416,888907145.0,1,3129
209,1056,889069709.0,1,3130
15,1531,888104153.0,1,3131
44,1347,884922627.0,1,3132
41,1688,885328836.0,1,3133
31,1105,882076403.0,1,3134
4,1808,880603484.0,1,3135
25,1743,888956928.0,1,3136
16,1869,879552065.0,1,3137
86,1238,884208651.0,1,3138
118,1870,882164955.0,1,3139
289,1016,883611274.0,1,3140
9,1037,886322966.0,1,3141
128,1661,886534501.0,1,3142
15,1685,888104554.0,1,3143
139,1778,879519042.0,1,3144
193,1017,876452492.0,1,3145
42,1871,884114635.0,1,3146
107,1119,879371261.0,1,3147
286,1186,884494976.0,1,3148
224,1004,878944379.0,1,3149
181,1224,891296842.0,1,3150
77,1105,882181632.0,1,3151
225,1198,875073128.0,1,3152
21,1663,886176135.0,1,3153
159,1324,876953744.0,1,3154
97,1473,879792713.0,1,3155
202,1246,883681351.0,1,3156
83,1758,878089144.0,1,3157
156,1048,891964148.0,1,3158
238,1200,880930042.0,1,3159
10,1286,883601155.0,1,3160
103,1543,879455238.0,1,3161
24,1094,887738664.0,1,3162
56,1151,881108279.0,1,3163
27,1872,883278200.0,1,3164
227,1367,884364999.0,1,3165
36,1862,878962086.0,1,3166
248,1186,885272779.0,1,3167
98,1622,886515104.0,1,3168
127,1315,879454892.0,1,3169
36,1873,878962464.0,1,3170
196,1482,889655162.0,1,3171
119,1874,885345728.0,1,3172
139,1875,879517682.0,1,3173
120,978,892676908.0,1,3174
128,1099,880308959.0,1,3175
143,1553,891375313.0,1,3176
254,1876,883876872.0,1,3177
159,987,876953900.0,1,3178
36,1335,878961709.0,1,3179
7,1126,881171488.0,1,3180
12,1701,877535119.0,1,3181
20,1047,892334481.0,1,3182
132,1443,877721905.0,1,3183
117,1211,875802105.0,1,3184
84,1347,885848132.0,1,3185
310,1686,884751336.0,1,3186
64,1243,893265741.0,1,3187
249,1808,891015486.0,1,3188
106,1273,888068762.0,1,3189
61,1100,883326620.0,1,3190
59,1702,882397651.0,1,3191
119,1347,875071823.0,1,3192
223,974,878746719.0,1,3193
59,1877,882398743.0,1,3194
267,1205,892151565.0,1,3195
71,1607,878181351.0,1,3196
39,1772,891352489.0,1,3197
35,1878,886891132.0,1,3198
146,1070,889127860.0,1,3199
117,1879,874953665.0,1,3200
5,995,886397723.0,1,3201
11,991,879374640.0,1,3202
8,1200,891628341.0,1,3203
292,1084,890455974.0,1,3204
101,1858,891449571.0,1,3205
101,1880,891449075.0,1,3206
315,1217,887313983.0,1,3207
39,1641,891352489.0,1,3208
164,1119,884992651.0,1,3209
161,1061,884103758.0,1,3210
84,1250,885848237.0,1,3211
134,1004,877818729.0,1,3212
130,1239,879524443.0,1,3213
227,1511,884365075.0,1,3214
116,954,891371596.0,1,3215
19,1627,875086991.0,1,3216
116,1153,891350826.0,1,3217
195,1171,875246824.0,1,3218
286,1191,884496218.0,1,3219
55,1881,879876848.0,1,3220
76,977,882146554.0,1,3221
76,1882,890451433.0,1,3222
122,1077,875504876.0,1,3223
76,1247,875313311.0,1,3224
203,1273,880484778.0,1,3225
91,1125,891722980.0,1,3226
69,1359,888905252.0,1,3227
105,953,891388286.0,1,3228
86,1515,884207298.0,1,3229
57,1883,881105442.0,1,3230
66,1254,875907649.0,1,3231
19,1439,874834944.0,1,3232
226,1016,879434211.0,1,3233
27,1060,883277645.0,1,3234
119,1556,875072173.0,1,3235
179,1100,877442037.0,1,3236
243,1212,883215660.0,1,3237
83,1091,878090414.0,1,3238
21,1260,874782190.0,1,3239
162,1591,877135883.0,1,3240
4,1120,880605264.0,1,3241
302,968,875379445.0,1,3242
19,1424,875086887.0,1,3243
53,1273,888204553.0,1,3244
227,1500,884366187.0,1,3245
174,1007,880130736.0,1,3246
119,1044,878542889.0,1,3247
170,1614,888106044.0,1,3248
119,1884,889751736.0,1,3249
111,1152,875744173.0,1,3250
123,1182,888549838.0,1,3251
106,1245,888067596.0,1,3252
27,1663,887048184.0,1,3253
76,1850,875298330.0,1,3254
76,1885,888465068.0,1,3255
3,1265,878886368.0,1,3256
17,1267,879270741.0,1,3257
77,1269,883840797.0,1,3258
21,1621,874781779.0,1,3259
292,1283,890454843.0,1,3260
119,1204,875073067.0,1,3261
91,1886,886008764.0,1,3262
316,1173,876546561.0,1,3263
19,1336,874834481.0,1,3264
10,1515,883601311.0,1,3265
225,977,875075300.0,1,3266
23,1677,889502087.0,1,3267
8,1450,891628651.0,1,3268
166,978,891436150.0,1,3269
19,1085,874833705.0,1,3270
16,1887,879484373.0,1,3271
10,1474,883599509.0,1,3272
144,1296,877122208.0,1,3273
117,1888,874953291.0,1,3274
25,1118,879198697.0,1,3275
298,1804,888333329.0,1,3276
59,1290,881514811.0,1,3277
268,1758,892004275.0,1,3278
292,1039,890454217.0,1,3279
234,1283,893255969.0,1,3280
188,1343,881433689.0,1,3281
98,1262,886514220.0,1,3282
12,1889,877533472.0,1,3283
55,1890,879875995.0,1,3284
159,1418,876955868.0,1,3285
133,1105,891439208.0,1,3286
155,1074,884198772.0,1,3287
127,1118,879454628.0,1,3288
11,1891,879375537.0,1,3289
314,1057,885046420.0,1,3290
155,1562,884197264.0,1,3291
20,1892,892078890.0,1,3292
90,993,879376381.0,1,3293
223,1376,878746889.0,1,3294
31,1893,882077176.0,1,3295
130,1030,879528496.0,1,3296
84,1333,885848770.0,1,3297
55,1187,879875471.0,1,3298
69,1397,888907552.0,1,3299
147,1039,875935277.0,1,3300
227,1025,884365451.0,1,3301
36,1805,878963276.0,1,3302
314,1341,888641999.0,1,3303
88,1348,886987505.0,1,3304
207,1308,886893063.0,1,3305
190,1894,891679692.0,1,3306
18,997,879524007.0,1,3307
185,1707,889180446.0,1,3308
182,1019,880580637.0,1,3309
19,1332,874833962.0,1,3310
132,1311,877721142.0,1,3311
138,1184,890881294.0,1,3312
3,1675,878887476.0,1,3313
122,1151,877878342.0,1,3314
255,1895,891698832.0,1,3315
111,1249,875742530.0,1,3316
108,1600,876974596.0,1,3317
240,1894,886782489.0,1,3318
84,1301,885848640.0,1,3319
298,1446,888333458.0,1,3320
24,1870,887738717.0,1,3321
170,1235,888106078.0,1,3322
240,1077,890985390.0,1,3323
115,1219,880129769.0,1,3324
59,1896,892524090.0,1,3325
98,1897,886515063.0,1,3326
182,1839,880578121.0,1,3327
271,1371,879035387.0,1,3328
140,1184,877661553.0,1,3329
94,1299,886122706.0,1,3330
231,1218,888284618.0,1,3331
148,1898,880313679.0,1,3332
120,1152,892910913.0,1,3333
214,1586,879634134.0,1,3334
117,1538,881076059.0,1,3335
70,1517,884364950.0,1,3336
117,1145,876251693.0,1,3337
89,1407,884304979.0,1,3338
106,1725,888067164.0,1,3339
59,1085,882397502.0,1,3340
175,1899,880433474.0,1,3341
316,1880,876546378.0,1,3342
182,1056,880578038.0,1,3343
2,1314,879023272.0,1,3344
69,1521,888907015.0,1,3345
206,1140,891702276.0,1,3346
259,1552,888407622.0,1,3347
313,1046,891463617.0,1,3348
61,1262,883327539.0,1,3349
48,1490,882827947.0,1,3350
145,1110,875409423.0,1,3351
53,1900,888203313.0,1,3352
38,1579,874790972.0,1,3353
267,1101,892151270.0,1,3354
55,1551,879877006.0,1,3355
86,1901,884208834.0,1,3356
21,1023,886176814.0,1,3357
145,1003,874954763.0,1,3358
119,975,875072404.0,1,3359
111,1669,875309859.0,1,3360
76,1045,875306636.0,1,3361
183,1303,889737395.0,1,3362
21,1902,890627252.0,1,3363
211,1231,884050502.0,1,3364
317,1308,891543129.0,1,3365
144,1050,876433101.0,1,3366
238,1041,880915528.0,1,3367
96,1012,876311365.0,1,3368
4,1273,880606118.0,1,3369
84,961,885848014.0,1,3370
98,955,890664424.0,1,3371
14,1062,887736352.0,1,3372
97,1101,879961282.0,1,3373
310,1152,884749327.0,1,3374
103,1409,879829618.0,1,3375
227,1903,884364108.0,1,3376
96,1040,878769815.0,1,3377
119,1251,875073128.0,1,3378
77,1070,888398492.0,1,3379
38,1149,874792094.0,1,3380
154,1511,874785675.0,1,3381
183,1002,889737478.0,1,3382
28,1021,875747342.0,1,3383
69,1197,888906990.0,1,3384
315,982,887314417.0,1,3385
298,1456,888333428.0,1,3386
145,1123,875238638.0,1,3387
96,1110,878769949.0,1,3388
206,1159,891702198.0,1,3389
13,1197,884129006.0,1,3390
33,1050,880475695.0,1,3391
99,1408,884029742.0,1,3392
25,1546,888954808.0,1,3393
36,1003,878962919.0,1,3394
48,1469,882824671.0,1,3395
50,1117,876534124.0,1,3396
18,1211,879541042.0,1,3397
309,1237,891479706.0,1,3398
38,1128,885159630.0,1,3399
122,1164,875812281.0,1,3400
55,1062,879875649.0,1,3401
318,1153,877196633.0,1,3402
282,1333,879820961.0,1,3403
254,1566,881452355.0,1,3404
12,1637,877531975.0,1,3405
55,1684,879877799.0,1,3406
55,1247,879877083.0,1,3407
12,1375,889651746.0,1,3408
123,1333,888549757.0,1,3409
68,1517,886474456.0,1,3410
192,1473,884403250.0,1,3411
123,968,880062302.0,1,3412
282,975,879821193.0,1,3413
99,1662,875981159.0,1,3414
9,998,886324792.0,1,3415
172,1016,891206407.0,1,3416
93,1381,883613372.0,1,3417
66,1031,875640582.0,1,3418
87,1121,884287560.0,1,3419
38,1904,879131395.0,1,3420
314,1145,885047896.0,1,3421
71,1905,881060735.0,1,3422
233,956,888705295.0,1,3423
316,1125,876544690.0,1,3424
96,1081,878769917.0,1,3425
230,1853,888980085.0,1,3426
244,1310,879459909.0,1,3427
26,1110,892430486.0,1,3428
24,1535,887741245.0,1,3429
247,1165,875323368.0,1,3430
196,1906,889655266.0,1,3431
119,1539,887431921.0,1,3432
71,1267,878183924.0,1,3433
71,1135,878182338.0,1,3434
99,1556,883954950.0,1,3435
318,965,877196308.0,1,3436
63,995,891548920.0,1,3437
42,1112,884114770.0,1,3438
152,1213,880132232.0,1,3439
80,1326,883717645.0,1,3440
265,1722,877888758.0,1,3441
249,1061,891013144.0,1,3442
27,1163,888802722.0,1,3443
303,1006,879459952.0,1,3444
111,1228,875310549.0,1,3445
319,1293,888098170.0,1,3446
26,1186,892429399.0,1,3447
206,1753,891702252.0,1,3448
40,1453,877889186.0,1,3449
66,1551,875907727.0,1,3450
111,1907,875744895.0,1,3451
167,1101,882027204.0,1,3452
14,1046,887736616.0,1,3453
104,966,878956047.0,1,3454
68,1301,886471151.0,1,3455
89,1074,884647314.0,1,3456
312,1291,887744065.0,1,3457
19,1058,874835141.0,1,3458
19,1441,874805453.0,1,3459
44,1284,884921511.0,1,3460
73,1691,891904214.0,1,3461
320,993,891655812.0,1,3462
321,1101,879570366.0,1,3463
39,1908,892132773.0,1,3464
44,1272,884923329.0,1,3465
24,1864,887737997.0,1,3466
131,1408,880937992.0,1,3467
174,1573,880130862.0,1,3468
40,1375,877891904.0,1,3469
128,1259,887664566.0,1,3470
77,1879,875270616.0,1,3471
243,1305,883216449.0,1,3472
115,1909,880131752.0,1,3473
219,1515,883889322.0,1,3474
20,1527,892334976.0,1,3475
224,1030,878945541.0,1,3476
69,1295,888905948.0,1,3477
128,1117,880307359.0,1,3478
139,1265,879518257.0,1,3479
12,1362,877531730.0,1,3480
56,1114,881107821.0,1,3481
229,1191,883108360.0,1,3482
123,1033,885939945.0,1,3483
72,1307,878972558.0,1,3484
84,944,885844495.0,1,3485
127,1264,879454385.0,1,3486
301,1224,878738865.0,1,3487
9,1160,886323068.0,1,3488
77,1249,882182944.0,1,3489
26,1910,892434475.0,1,3490
261,1002,879726778.0,1,3491
36,1753,878963343.0,1,3492
319,1420,888360342.0,1,3493
241,1376,879879834.0,1,3494
18,1174,879545114.0,1,3495
170,1240,888105902.0,1,3496
18,1890,879554453.0,1,3497
126,1105,877016513.0,1,3498
170,1063,888105587.0,1,3499
101,1355,891457067.0,1,3500
33,1253,880473667.0,1,3501
46,1222,879640436.0,1,3502
187,1587,879217689.0,1,3503
31,1743,882079384.0,1,3504
72,969,878970877.0,1,3505
122,1699,879577345.0,1,3506
42,1911,884112673.0,1,3507
265,1718,877887356.0,1,3508
14,1259,887736796.0,1,3509
3,1837,878887413.0,1,3510
53,1359,888203610.0,1,3511
66,1267,875656288.0,1,3512
30,1299,877052167.0,1,3513
225,1839,875074589.0,1,3514
16,1912,879485718.0,1,3515
177,1004,891409387.0,1,3516
4,1587,880604858.0,1,3517
93,977,878348885.0,1,3518
197,1222,889402225.0,1,3519
73,1418,891905783.0,1,3520
10,1913,883599134.0,1,3521
2,1914,879023152.0,1,3522
246,1396,891033863.0,1,3523
163,989,889907812.0,1,3524
103,1435,891289966.0,1,3525
222,1133,883525183.0,1,3526
93,954,878346689.0,1,3527
69,1185,888906217.0,1,3528
223,968,878746441.0,1,3529
61,1436,883326566.0,1,3530
211,1396,884050134.0,1,3531
101,1238,891457067.0,1,3532
60,1667,879024382.0,1,3533
23,1213,879737472.0,1,3534
66,1915,886443582.0,1,3535
23,1557,877877732.0,1,3536
57,1200,881103478.0,1,3537
112,1916,879198031.0,1,3538
11,1086,879375912.0,1,3539
86,1917,884208518.0,1,3540
207,1362,886373565.0,1,3541
208,1074,890322298.0,1,3542
56,1918,881108982.0,1,3543
183,1224,879365313.0,1,3544
47,1538,885678371.0,1,3545
53,1347,888203313.0,1,3546
79,1448,879857843.0,1,3547
39,1352,891351121.0,1,3548
247,1010,875323002.0,1,3549
170,1534,888105473.0,1,3550
292,995,890454974.0,1,3551
42,1299,884112748.0,1,3552
165,1101,890588639.0,1,3553
88,1061,886987540.0,1,3554
112,999,875636389.0,1,3555
322,1083,879537876.0,1,3556
164,995,884992690.0,1,3557
20,1284,891227979.0,1,3558
31,1317,882077222.0,1,3559
19,1919,874834914.0,1,3560
191,1110,890595900.0,1,3561
103,1471,882995643.0,1,3562
148,1200,880314500.0,1,3563
155,1033,884196555.0,1,3564
84,1217,885848915.0,1,3565
236,1119,882821558.0,1,3566
195,1105,875245907.0,1,3567
301,1446,878739325.0,1,3568
190,1695,891679692.0,1,3569
25,1255,879196298.0,1,3570
122,1800,877125221.0,1,3571
266,1639,882693489.0,1,3572
251,1527,890287645.0,1,3573
222,1698,883526268.0,1,3574
22,1289,892738278.0,1,3575
12,1920,884069544.0,1,3576
100,995,883449567.0,1,3577
130,1711,879542610.0,1,3578
94,1149,886123656.0,1,3579
290,968,876789736.0,1,3580
170,1183,888105140.0,1,3581
120,958,892910913.0,1,3582
154,1698,874786974.0,1,3583
314,1308,885047309.0,1,3584
127,959,892838558.0,1,3585
13,1493,884129542.0,1,3586
46,1038,879572432.0,1,3587
117,1160,875216283.0,1,3588
245,1512,879013617.0,1,3589
106,1670,888067164.0,1,3590
152,1118,880133225.0,1,3591
71,1334,878182479.0,1,3592
18,1511,879523575.0,1,3593
174,1161,880131088.0,1,3594
39,1083,891350703.0,1,3595
53,1917,888205659.0,1,3596
77,1600,875271522.0,1,3597
85,1153,875320689.0,1,3598
232,1591,884535582.0,1,3599
185,1281,889180169.0,1,3600
300,1212,876280338.0,1,3601
56,1670,881108873.0,1,3602
31,1099,882078809.0,1,3603
311,1135,879874964.0,1,3604
179,1778,877127591.0,1,3605
206,1424,891700475.0,1,3606
77,1538,879161624.0,1,3607
141,1100,891544306.0,1,3608
102,1291,874725485.0,1,3609
62,1353,883697512.0,1,3610
292,1222,890456142.0,1,3611
266,1097,882693569.0,1,3612
69,1182,888906338.0,1,3613
18,1690,879527421.0,1,3614
211,1043,884051921.0,1,3615
261,1105,879726778.0,1,3616
154,1200,874785728.0,1,3617
26,1026,892432205.0,1,3618
124,1921,882922328.0,1,3619
25,1319,879196513.0,1,3620
187,1264,879216605.0,1,3621
122,1651,878104627.0,1,3622
42,1091,884112487.0,1,3623
246,1205,891033606.0,1,3624
75,1041,877635917.0,1,3625
195,1249,875244633.0,1,3626
66,1204,875656623.0,1,3627
106,1178,888068957.0,1,3628
27,1922,888802767.0,1,3629
10,1892,883601277.0,1,3630
208,1030,880149045.0,1,3631
77,1292,875272871.0,1,3632
314,1213,885044607.0,1,3633
193,1059,886309481.0,1,3634
81,1021,891385215.0,1,3635
195,1144,875245690.0,1,3636
92,1544,879966729.0,1,3637
91,1923,885873423.0,1,3638
195,1664,875246745.0,1,3639
198,992,881200603.0,1,3640
134,1659,889241707.0,1,3641
323,1403,875650018.0,1,3642
311,1165,879875751.0,1,3643
11,1415,879375169.0,1,3644
234,1326,884027269.0,1,3645
264,1924,882606323.0,1,3646
298,1021,888333428.0,1,3647
50,1600,876534244.0,1,3648
206,1197,891702153.0,1,3649
15,1352,888103581.0,1,3650
183,1116,889737420.0,1,3651
18,1075,879549899.0,1,3652
121,1003,879455541.0,1,3653
99,1042,875975061.0,1,3654
4,993,880604252.0,1,3655
312,1925,887819462.0,1,3656
176,1915,874951616.0,1,3657
128,1650,880327839.0,1,3658
138,1352,890881521.0,1,3659
286,1893,884496525.0,1,3660
66,1075,886443582.0,1,3661
71,1519,878183449.0,1,3662
11,1684,879374686.0,1,3663
59,1713,886261387.0,1,3664
84,1596,885844583.0,1,3665
53,1376,888203415.0,1,3666
229,1052,883108324.0,1,3667
290,1068,876789581.0,1,3668
76,1326,878878420.0,1,3669
311,1301,879875112.0,1,3670
194,1241,888624976.0,1,3671
78,973,881956144.0,1,3672
10,970,883602133.0,1,3673
81,1498,891382240.0,1,3674
192,1926,884402896.0,1,3675
39,1627,891352594.0,1,3676
68,1215,886474619.0,1,3677
314,1926,885046420.0,1,3678
295,1205,893081411.0,1,3679
201,1475,881014417.0,1,3680
301,1133,878739137.0,1,3681
111,1420,875744321.0,1,3682
19,1829,874867852.0,1,3683
53,1080,888203578.0,1,3684
13,1378,884127431.0,1,3685
319,1753,887938631.0,1,3686
185,1244,889178616.0,1,3687
3,1361,878887157.0,1,3688
72,1396,878970681.0,1,3689
196,1512,889654419.0,1,3690
55,1367,879876448.0,1,3691
82,1000,881428956.0,1,3692
111,1347,875743141.0,1,3693
185,1055,889179291.0,1,3694
101,1322,891457067.0,1,3695
122,1171,877124806.0,1,3696
159,1521,876954062.0,1,3697
163,1086,889910418.0,1,3698
269,1213,884968415.0,1,3699
318,1069,877196504.0,1,3700
35,1544,886890692.0,1,3701
185,1200,889180071.0,1,3702
292,1150,890454351.0,1,3703
31,1334,882077285.0,1,3704
77,1150,882181058.0,1,3705
40,1195,879163494.0,1,3706
226,1615,879434292.0,1,3707
296,1259,879440264.0,1,3708
80,1148,883717581.0,1,3709
127,1927,892839191.0,1,3710
119,1928,875072923.0,1,3711
176,1308,874951617.0,1,3712
3,1251,878886368.0,1,3713
57,1441,881104533.0,1,3714
54,1445,880035588.0,1,3715
118,1345,882164893.0,1,3716
66,1718,886443728.0,1,3717
194,1299,888625753.0,1,3718
33,961,880731874.0,1,3719
128,1468,887665445.0,1,3720
120,1222,892679439.0,1,3721
128,1110,880307846.0,1,3722
166,1352,891435161.0,1,3723
162,1793,877136928.0,1,3724
314,1832,885047484.0,1,3725
144,1232,877117651.0,1,3726
42,1038,884111830.0,1,3727
177,1818,891410124.0,1,3728
116,1233,891347400.0,1,3729
81,1840,891384357.0,1,3730
304,1543,880498990.0,1,3731
62,1249,883697223.0,1,3732
324,1004,891220226.0,1,3733
119,1808,875072144.0,1,3734
168,1441,888442404.0,1,3735
325,1929,891045496.0,1,3736
227,1352,884364538.0,1,3737
90,1286,879376515.0,1,3738
93,980,878347420.0,1,3739
3,1046,878887680.0,1,3740
104,969,878870903.0,1,3741
189,1101,879029516.0,1,3742
312,1596,887743541.0,1,3743
76,1231,875296891.0,1,3744
250,1246,879443083.0,1,3745
103,1264,879829667.0,1,3746
99,1233,875975028.0,1,3747
36,1153,878963037.0,1,3748
145,1930,875239092.0,1,3749
42,1573,884111217.0,1,3750
310,1424,884751440.0,1,3751
91,1515,885870284.0,1,3752
196,1535,889655232.0,1,3753
9,1490,886323440.0,1,3754
20,1020,892334189.0,1,3755
314,1148,885047018.0,1,3756
314,1699,885044607.0,1,3757
307,1088,885701062.0,1,3758
270,1088,889237269.0,1,3759
132,1367,877720118.0,1,3760
12,1228,877532013.0,1,3761
312,1857,887819021.0,1,3762
13,950,884128372.0,1,3763
122,1490,878104377.0,1,3764
57,1132,881104606.0,1,3765
141,1436,892668130.0,1,3766
107,1195,879370963.0,1,3767
254,1511,881453065.0,1,3768
13,1394,884130391.0,1,3769
9,1110,886323563.0,1,3770
76,1931,888806035.0,1,3771
48,1209,882823530.0,1,3772
318,1164,877196443.0,1,3773
89,1886,884305295.0,1,3774
22,1932,892738385.0,1,3775
130,1198,879524326.0,1,3776
311,1311,879874859.0,1,3777
145,1098,875240133.0,1,3778
171,1004,891562090.0,1,3779
50,1064,876533586.0,1,3780
41,1101,885329146.0,1,3781
112,1748,875635064.0,1,3782
223,1275,878747322.0,1,3783
189,1518,879547440.0,1,3784
77,1098,882182658.0,1,3785
84,1198,885848448.0,1,3786
253,1913,886047918.0,1,3787
152,1487,880134607.0,1,3788
208,1260,884019001.0,1,3789
123,1933,888549988.0,1,3790
182,1109,880572351.0,1,3791
65,1409,879988422.0,1,3792
62,1344,883698581.0,1,3793
77,1633,875271312.0,1,3794
196,1033,889655550.0,1,3795
36,1817,878962550.0,1,3796
77,1300,885622510.0,1,3797
46,1117,879640481.0,1,3798
93,1173,878347915.0,1,3799
18,1420,879522819.0,1,3800
182,1155,880578633.0,1,3801
106,1132,888066086.0,1,3802
101,1291,891449608.0,1,3803
55,1448,879876036.0,1,3804
265,1838,877889398.0,1,3805
57,1044,881105340.0,1,3806
39,1596,891350703.0,1,3807
19,1266,874834254.0,1,3808
57,1255,881103478.0,1,3809
33,1140,880732365.0,1,3810
17,1010,879270165.0,1,3811
248,1047,885272751.0,1,3812
53,1281,888205574.0,1,3813
236,1834,882821705.0,1,3814
224,1600,878945888.0,1,3815
246,1695,891033153.0,1,3816
104,1301,878870456.0,1,3817
138,1027,876965165.0,1,3818
296,1490,879439883.0,1,3819
195,1934,875247833.0,1,3820
240,993,875771440.0,1,3821
180,1303,890118340.0,1,3822
66,1509,875640487.0,1,3823
16,1163,879485417.0,1,3824
56,1291,881108633.0,1,3825
44,1001,884920900.0,1,3826
36,1250,878963343.0,1,3827
177,1090,891410124.0,1,3828
36,1793,878963418.0,1,3829
117,1105,875801530.0,1,3830
38,1935,874796116.0,1,3831
272,1308,891455743.0,1,3832
195,1210,875244387.0,1,3833
57,1555,881105657.0,1,3834
174,1817,880130881.0,1,3835
56,959,881109060.0,1,3836
119,1367,875072895.0,1,3837
59,1129,882139829.0,1,3838
264,1639,875027601.0,1,3839
101,1493,891451470.0,1,3840
270,1552,889237455.0,1,3841
33,1579,880474606.0,1,3842
234,1068,880557387.0,1,3843
232,949,884534672.0,1,3844
141,1461,892668173.0,1,3845
287,996,875060217.0,1,3846
74,1300,879362183.0,1,3847
299,967,883576509.0,1,3848
46,1255,879641109.0,1,3849
94,1936,886123728.0,1,3850
304,1375,880498861.0,1,3851
151,1033,879873726.0,1,3852
36,1131,878961668.0,1,3853
39,1484,891353444.0,1,3854
21,1435,892564213.0,1,3855
36,1737,878961474.0,1,3856
60,1118,879024280.0,1,3857
120,1764,892910268.0,1,3858
19,1454,874834289.0,1,3859
311,1171,879875572.0,1,3860
66,1232,875653549.0,1,3861
69,1440,888905760.0,1,3862
75,1280,877635896.0,1,3863
16,1917,879484846.0,1,3864
309,1081,891477905.0,1,3865
72,1440,878971902.0,1,3866
117,969,876250932.0,1,3867
82,1226,881432453.0,1,3868
31,1471,882078883.0,1,3869
133,1001,891439090.0,1,3870
31,999,882079315.0,1,3871
19,1830,874867741.0,1,3872
115,997,880131297.0,1,3873
240,1937,888737345.0,1,3874
71,1692,878182211.0,1,3875
312,961,887819462.0,1,3876
68,1226,886476092.0,1,3877
319,1590,888098538.0,1,3878
72,1343,878972785.0,1,3879
132,1098,877727055.0,1,3880
152,1100,880134332.0,1,3881
9,1077,886322893.0,1,3882
55,1778,879877007.0,1,3883
249,1232,891014697.0,1,3884
99,1035,875981275.0,1,3885
20,1099,892335142.0,1,3886
81,1173,891384113.0,1,3887
203,997,880484755.0,1,3888
119,1274,875072370.0,1,3889
97,1305,879793164.0,1,3890
195,1938,875247833.0,1,3891
76,1036,875312947.0,1,3892
303,1218,879461394.0,1,3893
43,1031,875334430.0,1,3894
22,980,892738212.0,1,3895
21,1032,874782022.0,1,3896
204,1939,887938392.0,1,3897
61,949,883326028.0,1,3898
155,1010,884198772.0,1,3899
323,1612,875650068.0,1,3900
18,1746,879551049.0,1,3901
128,1251,880308601.0,1,3902
122,1940,884386260.0,1,3903
227,1747,884364623.0,1,3904
36,1314,878962955.0,1,3905
117,1312,878537602.0,1,3906
212,956,888513212.0,1,3907
87,1125,884288270.0,1,3908
118,1075,882151167.0,1,3909
119,1089,876892701.0,1,3910
53,1132,888203234.0,1,3911
63,1101,891548802.0,1,3912
65,1387,879987655.0,1,3913
126,1826,877016513.0,1,3914
40,1114,877889058.0,1,3915
48,1917,882827689.0,1,3916
139,991,879518568.0,1,3917
47,1817,885678886.0,1,3918
326,1084,891544735.0,1,3919
181,1505,891298107.0,1,3920
203,1237,880485445.0,1,3921
208,1044,882475496.0,1,3922
64,1886,893265657.0,1,3923
117,1090,875801422.0,1,3924
326,1591,891544925.0,1,3925
133,976,891439057.0,1,3926
4,1264,880605514.0,1,3927
128,1389,883867947.0,1,3928
71,1282,881060062.0,1,3929
40,1450,877891967.0,1,3930
221,1596,877556988.0,1,3931
